,HMI_214_DL,振动风选_1#振动X,振动风选_1#振动Y,振动风选_1#振动Z,振动风选_2#振动X,振动风选_2#振动Y,振动风选_2#振动Z,振动风选_3#振动X,振动风选_3#振动Y,振动风选_3#振动Z,振动风选_4#振动X,振动风选_4#振动Y,振动风选_4#振动Z,振动风选_5#振动X,振动风选_5#振动Y,振动风选_5#振动Z
387,13.92,-4.8628,,-5.2553,-4.427,-5.3439,-5.6893,-8.0674,-9.0946,-11.1508,-3.483,-4.04,-3.1285,-5.796,41.5111,-5.0238
388,13.92,-4.6983,-5.1052,-5.192,-4.3836,-5.3041,-5.6296,-7.8811,-9.0657,-9.8668,-4.2118,-4.0436,-3.4161,-7.3567,,-7.2337
389,13.92,-4.8827,-5.1648,-5.2118,-4.3962,-5.3077,-5.6712,-8.2157,-9.1145,-10.8108,-3.7126,-3.8953,-3.1556,-6.0238,46.8732,-5.5283
390,13.92,-4.8013,-5.0364,-5.1015,-4.3601,-5.2968,-5.6585,-7.6406,-9.176,-8.203,-5.9949,-4.2353,-4.4288,-3.5209,38.1565,-5.6694
391,13.92,-4.7525,-5.0871,-5.2082,-4.3836,-5.2643,-5.5772,-7.6731,-9.0241,-8.9336,-5.1739,-4.0997,-3.8447,-4.7344,46.3723,-5.8864
392,13.92,-4.8321,,,,,,,,,,,,,,
393,13.94,-4.8664,-5.0491,-5.0093,-4.2624,-5.21,-5.5898,-7.4164,-9.044,-8.232,-5.7906,-4.2407,-4.3673,-3.4938,32.7366,-5.3818
394,13.94,-4.7127,-5.1703,-5.1052,-4.3167,-5.2733,-5.5157,-7.5393,-8.8884,-7.7871,-5.8774,-4.2769,-4.5174,-5.2733,44.1876,-6.966
395,13.94,-4.8086,-5.1269,-5.2661,-4.4234,-5.3421,-5.7128,-8.071,-9.1705,-10.6661,-3.7199,-4.0544,-3.1792,-4.134,40.4858,-3.5824
396,13.94,-4.8809,,,,,,,,,,,,,,
397,13.94,-4.8086,,,,,,,,,,,,,,
398,13.94,-4.7471,,,,,,,,,,,,,,
399,13.94,-4.8556,,,,,,,,,,,,,,
400,13.92,-4.7887,-4.9768,-5.192,-4.3637,-5.2806,-5.6224,-8.1958,-9.0168,-11.3154,-3.1159,-4.0038,-2.765,-6.9534,,-5.6983
401,13.92,-4.7055,-5.0943,-5.1377,-4.3347,-5.1703,-5.4705,-7.5393,-8.7872,-8.977,-4.9659,-4.1865,-4.1575,-6.0709,47.5586,-7.1939
402,13.92,-4.8719,-5.277,-5.2498,-4.3384,-5.1992,-5.5211,-7.4272,-8.9336,-8.0005,-6.0401,-4.2389,-4.5861,-2.8572,37.4982,-5.0364
403,13.92,-4.6964,-5.1666,-5.1666,-4.3058,-5.1811,-5.5211,-7.523,-8.9228,-7.7364,-6.0709,-4.257,-4.4487,-2.5263,32.2917,-4.5735
404,13.92,-4.8701,-5.1287,-5.0509,-4.2479,-5.1757,-5.5808,-7.4453,-9.0168,-8.4978,-5.7652,-4.2932,-4.3745,-3.0743,29.1269,-4.8845
405,13.92,-4.6874,-5.0419,-5.1323,-4.3872,-5.2155,-5.5211,-7.6153,-9.0114,-8.0168,-6.0835,-4.3239,-4.4794,-3.1593,44.9779,-5.4596
406,13.92,-4.7688,,,,,,,,,,,,,,
407,13.92,-4.7525,-5.0798,-5.0382,-4.181,-5.0129,-5.3818,-7.1867,-8.7618,-7.8829,-6.0691,-4.2045,-4.3944,-3.4034,27.4269,-5.4108
408,13.87,-4.8375,-5.0346,-5.201,-4.38,-5.2607,-5.5826,-7.8865,-8.9427,-9.3731,-4.8592,-4.0581,-3.4052,-4.993,49.8915,-5.5663
409,13.87,-4.8411,-5.0907,-5.2426,-4.4197,-5.3059,-5.6332,-8.1325,-9.0331,-10.715,-3.7072,-4.1449,-3.2425,-4.4632,47.5188,-4.3293
410,13.87,-4.8791,-5.0057,-5.2281,-4.4143,-5.3276,-5.682,-8.1506,-9.091,-11.0097,-3.3727,-4.0327,-3.1358,-5.834,50.0,-5.3312
411,13.87,-4.8592,,,,,,,,,,,,,,
412,13.87,-4.7887,-5.1015,-5.21,-4.4089,-5.3041,-5.6133,-7.8902,-9.0078,-9.7782,-4.5066,-4.0526,-3.7145,-4.0942,49.6437,-4.2425
413,13.87,-4.8465,,,,,,,,,,,,,,
414,13.87,-4.6458,-5.0346,-5.1015,-4.2932,-5.192,-5.5338,-7.5845,-8.9047,-8.6678,-5.5555,-4.2443,-4.3709,-3.7705,40.6539,-5.3837
415,13.87,-4.483,-4.8086,-4.9153,-4.2208,-5.1196,-5.3656,-7.3766,-8.675,-7.8793,-5.7327,-4.1232,-4.2733,-5.2788,44.4915,-6.9534
416,13.92,-4.8031,,,,,,,,,,,,,,
417,13.92,-4.8176,-5.0509,-5.1902,-4.3944,-5.2932,-5.635,-8.1126,-9.0024,-11.0116,-3.3311,-4.1177,-3.0508,-4.2082,49.1247,-3.5951
418,13.92,-4.597,-4.9062,-5.0907,-4.2968,-5.107,-5.4506,-7.3729,-8.7835,-8.751,-4.9623,-4.0942,-3.8609,-6.6062,50.0,-7.3965
419,13.92,-4.6476,,,,,,,,,,,,,,
420,13.92,-4.72,-5.0238,-5.0346,-4.2425,-5.1467,-5.4795,-7.6316,-8.8613,-7.8938,-5.5862,-4.1774,-4.1358,-1.8735,31.5972,-3.7778
421,13.92,-4.7561,-4.9948,-5.1992,-4.3944,-5.2462,-5.5934,-8.0855,-8.9011,-11.2322,-3.0345,-3.9315,-2.765,-5.6585,50.0,-4.7398
422,13.92,-4.436,-4.7579,-4.9135,-4.1955,-4.9695,-5.3258,-7.1035,-8.6135,-7.9372,-5.6314,-4.1232,-4.1847,-4.3275,38.6882,-5.8285
423,13.92,-4.7923,,,,,,,,,,,,,,
424,14.06,-4.6313,,,,,,,,,,,,,,
425,14.06,-4.6856,-4.9623,-5.154,-4.3619,-5.277,-5.5772,-7.8847,-8.9517,-10.2231,-3.8736,-4.0888,-3.3184,-6.3023,,-5.7707
426,14.06,-4.738,-4.9062,-5.1323,-4.3601,-5.2607,-5.5844,-8.062,-8.9156,-10.9935,-3.0725,-3.9242,-2.9639,-6.0799,50.0,-5.2227
427,14.06,-4.8484,-5.0292,-5.2299,-4.4234,-5.3294,-5.6531,-8.2826,-9.0421,-11.4474,-2.926,-3.9188,-2.6601,-4.4686,45.2709,-3.2967
428,14.06,-4.8339,-5.1467,-5.1504,-4.3022,-5.1341,-5.4397,-7.3856,-8.7944,-7.9119,-5.9099,-4.1611,-4.5066,-1.8246,19.3757,-3.832
429,14.06,-4.7977,,,,,,,,,,,,,,
430,14.06,-4.8248,-4.9894,-5.0165,-4.2769,-5.2046,-5.579,-7.4055,-8.9861,-8.42,-5.7363,-4.2281,-4.2805,-2.5191,26.2297,-4.295
431,14.06,-4.6928,,,,,,,,,,,,,,
432,14.11,-4.861,-5.2155,-5.1793,-4.2461,-5.1015,-5.4705,-7.2572,-8.8613,-7.93,-5.9913,-4.3203,-4.4451,-6.7689,41.5799,-8.3965
433,14.11,-4.814,-5.0654,-5.2824,-4.4378,-5.3457,-5.6893,-8.2356,-9.0367,-11.3606,-3.0254,-3.9948,-2.8699,-4.3058,39.6918,-3.1846
434,14.11,-4.776,-5.0599,-5.1052,-4.2914,-5.2625,-5.6423,-7.5303,-9.1362,-8.1488,-5.9226,-4.3275,-4.4306,-3.8989,32.2356,-5.7779
435,14.11,-4.6874,,,,,,,,,,,,,,
436,14.11,-4.8502,-5.0473,-5.2607,-4.4107,-5.333,-5.6495,-8.2736,-9.0458,-11.2738,-3.1159,-3.9857,-2.8572,-6.5555,44.6886,-5.2661
437,14.11,-4.8863,-5.0762,-5.295,-4.4668,-5.3674,-5.7128,-8.3025,-9.1904,-11.319,-3.114,-4.2498,-3.0236,-5.89,40.2452,-4.6458
438,14.11,-4.7561,,,,,,,,,,,,,,
439,14.11,-4.8755,-5.21,-5.2987,-4.4306,-5.3348,-5.6802,-8.1235,-9.138,-10.8741,-3.4088,-4.0834,-3.1502,-5.7291,41.9307,-5.1793
440,14.18,-4.9026,,,,,,,,,,,,,,
441,14.18,-4.7453,,,,,,,,,,,,,,
442,14.18,-4.7742,,,,,,,,,,,,,,
443,14.18,-4.7127,,,,,,,,,,,,,,
444,14.18,-4.7507,-5.0129,-5.1865,-4.398,-5.3348,-5.6875,-8.147,-9.129,-10.9917,-3.3636,-3.9875,-2.9875,-5.0021,42.1604,-4.0201
445,14.18,-4.9207,-5.1033,-5.2571,-4.4396,-5.3728,-5.6839,-8.0782,-9.1724,-9.8795,-4.6169,-4.1177,-3.6349,-4.7941,49.2079,-5.7128
446,14.18,-4.8465,-5.2372,-5.2336,-4.3366,-5.1684,-5.5048,-7.4471,-8.8794,-7.8594,-6.0275,-4.2534,-4.5373,-2.0109,27.8302,-4.0798
447,14.18,-4.8303,-5.116,-5.3348,-4.4523,-5.3457,-5.6766,-8.0529,-9.147,-10.4636,-3.8917,-3.9785,-3.2895,-4.8212,41.2616,-4.4089
448,14.14,-4.7362,-5.0003,-5.1088,-4.351,-5.2987,-5.6784,-7.8015,-9.1651,-8.6117,-5.494,-4.3275,-4.266,-4.2751,42.296,-6.1342
449,14.14,-4.7398,-5.1395,-5.2643,-4.4668,-5.3891,-5.7345,-8.1488,-9.2411,-10.1073,-4.2443,-4.1141,-3.4269,-5.6585,49.0271,-5.4922
450,14.14,-4.7145,,,,,,,,,,,,,,
451,14.14,-4.861,-5.0853,-5.1395,-4.3167,-5.1811,-5.5591,-7.6912,-8.9698,-8.7003,-5.3493,-4.2244,-3.9893,-5.8882,45.8261,-7.1614
452,14.14,-4.5934,,,,,,,,,,,,,,
453,14.14,-4.7905,-5.0581,-5.1902,-4.4017,-5.3059,-5.5753,-7.8142,-8.9789,-8.9987,-5.1015,-4.2027,-4.0327,-4.5825,50.0,-5.7309
454,14.14,-4.691,,,,,,,,,,,,,,
455,14.23,-4.5427,-4.7091,-4.8809,-4.1214,-4.9713,-5.3294,-7.6731,-8.4562,-11.0206,-2.9296,-3.8302,-2.7234,-5.3439,27.5879,-4.0689
456,14.23,-4.6295,-4.946,-5.0401,-4.1539,-5.0401,-5.4632,-7.7491,-8.5665,-10.592,-3.398,-3.9025,-2.9585,-5.248,26.3328,-4.2769
457,14.23,-4.5481,,,,,,,,,,,,,,
458,14.23,-4.4324,-4.7832,-4.7941,-4.1286,-4.9098,-5.2155,-7.1252,-8.2989,-7.6605,-5.7725,-4.1539,-4.4758,-2.5824,23.2078,-4.4541
459,14.23,-4.653,,,,,,,,,,,,,,
460,14.23,-4.6784,-4.9243,-4.9822,-4.1991,-5.1142,-5.4741,-7.3711,-8.7817,-8.6642,-5.418,-4.0997,-3.8881,-3.5083,39.5725,-4.7959
461,14.23,-4.6295,-4.9713,-5.0798,-4.2407,-5.0997,-5.38,-7.7618,-8.5466,-10.7385,-3.1484,-3.9658,-2.9784,-4.3583,35.4565,-3.4396
462,14.23,-4.644,-4.9804,-5.0798,-4.172,-4.9315,-5.324,-7.6442,-8.4345,-10.9844,-2.9658,-3.8971,-2.7813,-6.0998,26.2135,-4.6603
463,14.09,-4.5047,-4.8899,-5.078,-4.3167,-5.1739,-5.4795,-7.7979,-8.7926,-10.1706,-3.8175,-4.0074,-3.2913,-4.1901,44.3504,-3.6783
464,14.09,-4.8013,-4.9514,-5.1015,-4.3293,-5.1793,-5.4958,-7.8431,-8.8161,-9.7764,-4.4613,-4.0798,-3.3582,-4.5717,50.0,-4.6657
465,14.09,-4.7579,,,,,,,,,,,,,,
466,14.09,-4.7471,-4.9912,-5.0853,-4.295,-5.1486,-5.4867,-7.8793,-8.789,-10.3515,-3.7995,-3.9532,-3.2551,-5.852,44.7862,-5.2896
467,14.09,-4.5192,-4.6874,-4.8773,-4.1394,-5.0328,-5.277,-7.7527,-8.317,-10.8144,-2.9386,-3.8175,-2.6873,-4.8447,30.8341,-3.9821
468,14.09,-4.427,-4.5879,-4.7887,-4.0327,-4.8646,-5.1486,-7.4453,-8.0963,-10.5106,-3.0055,-3.8338,-2.7704,-5.3403,19.8604,-3.9857
469,14.09,-4.351,-4.6187,-4.738,-4.0219,-4.8447,-5.154,-7.0384,-8.2555,-8.8107,-4.5355,-3.9984,-3.8917,-3.8248,13.1076,-4.1431
470,14.09,-4.6874,-5.201,-5.201,-4.3836,-5.3005,-5.5735,-7.7093,-8.9535,-9.0349,-4.9026,-4.1557,-3.955,-2.0091,50.0,-2.8392
471,14.14,-4.9442,-5.1504,-5.3294,-4.474,-5.3728,-5.7164,-8.241,-9.185,-11.0459,-3.5589,-4.1557,-3.1303,-4.181,42.041,-3.4378
472,14.14,-4.776,,,,,,,,,,,,,,
473,14.14,-4.7706,,,,,,,,,,,,,,
474,14.14,-4.8176,,-4.9894,-4.2425,-5.1902,-5.5898,-7.5267,-9.0476,-8.2844,-5.9316,-4.1033,-4.3076,-2.9911,38.218,-5.2028
475,14.14,-4.8899,,-5.2534,-4.4071,-5.3204,-5.6929,-7.9173,-9.1868,-9.4979,-4.9044,-4.2281,-3.917,-4.729,43.6126,-5.7634
476,14.14,-4.9569,-5.1467,-5.324,-4.474,-5.3999,-5.7345,-8.2193,-9.2302,-10.7059,-3.6566,-4.1557,-3.351,-4.1214,38.699,-4.087
477,14.14,-4.7561,-5.1594,-5.1395,-4.3619,-5.2697,-5.5084,-7.6912,-8.7998,-8.279,-5.6296,-4.2064,-4.2715,-2.935,35.9013,-4.9207
478,14.14,-4.6946,,,,,,,,,,,,,,
479,14.05,-4.7254,,,,,,,,,,,,,,
480,14.05,-4.8791,-5.1413,,-4.4885,-5.3873,,-8.3423,-9.2067,-11.1002,-3.4016,-4.002,-2.926,-4.9786,45.5585,-3.9839
481,14.05,-4.776,,,,,,,,,,,,,,
482,14.05,-4.9135,,-5.3005,-4.4613,-5.371,-5.7255,-8.288,-9.185,-11.1219,-3.3148,-4.1503,-2.7958,-5.8177,49.2622,-4.7471
483,14.05,-4.9352,-5.1486,-5.2751,-4.4541,-5.3746,-5.7309,-8.3007,-9.1669,-11.1761,-3.2985,-4.125,-3.0236,-6.315,50.0,-5.4994
484,14.05,-4.8104,,,,,,,,,,,,,,
485,14.05,-4.8375,,,,,,,,,,,,,,
486,14.05,-4.8827,,,,,,,,,,,,,,
487,14.1,-4.7453,,-5.069,-4.2823,-5.2263,-5.5609,-7.5303,-8.9101,-8.2934,-5.7761,-4.2335,-4.3999,-3.6493,38.5236,-5.8575
488,14.1,-4.6404,-5.0129,-4.9948,-4.1919,-4.9315,-5.2408,-7.0366,-8.3622,-7.4616,-5.7924,-4.1358,-4.4216,-3.9984,18.8061,-5.5826
489,14.1,-4.9261,-5.1576,-5.2643,-4.4433,-5.3366,-5.6983,-8.0819,-9.176,-9.8379,-4.5264,-4.1087,-3.7343,-4.5102,,-4.512
490,14.1,-4.9243,-5.1558,-5.277,-4.4523,-5.3565,-5.6875,-8.118,-9.1398,-9.7673,-4.5373,-4.181,-3.7579,-3.9948,50.0,-4.2516
491,14.1,-4.5337,-4.9876,-5.0202,-4.2461,-5.1142,-5.4397,-7.4507,-8.836,-8.203,-5.4397,-4.0978,-4.0201,-5.4976,41.1079,-6.6333
492,14.1,-4.6187,-5.0816,-5.1033,-4.2841,-5.1612,-5.4831,-7.5773,-8.7456,-9.402,-4.483,-4.1141,-3.9062,-5.4307,41.2001,-6.183
493,14.1,-4.2479,-4.738,-4.7362,-3.9731,-4.7471,-5.0871,-6.7346,-8.0837,-7.6804,-5.4904,-4.1015,-4.3167,-2.7849,2.6946,-4.5138
494,14.1,-4.3872,-4.6567,-4.6458,-3.8609,-4.7525,-5.1214,-6.825,-8.2302,-7.1849,-5.9696,-4.181,-4.3058,-3.3437,-2.9802,-5.0274
495,14.2,-4.3818,,,,,,,,,,,,,,
496,14.2,-4.8303,,,,,,,,,,,,,,
497,14.2,-4.4125,,,,,,,,,,,,,,
498,14.2,-4.7019,-4.9207,-5.0147,-4.2516,-5.1449,-5.4632,-7.3838,-8.7763,-8.5611,-5.4216,-4.1268,-3.9658,-3.1195,46.9835,-4.5283
499,14.2,-4.0834,-4.4071,-4.3384,-3.624,-4.4053,-4.691,-6.2137,-7.4543,-6.9245,-5.7164,-3.9224,-3.9568,-2.5806,-38.245,-4.4668
500,14.2,-4.4053,-4.7688,-4.946,-4.1991,-5.078,-5.4054,-7.722,-8.5412,-10.6282,-3.3293,-3.8754,-3.0978,-4.682,37.0334,-3.8682
501,14.2,-4.7073,-4.8719,-5.1178,-4.2281,-5.0455,-5.333,-7.6388,-8.6298,-10.6499,-3.3202,-3.9984,-3.0471,-5.8502,35.1345,-4.7091
502,14.2,-4.0237,-4.3637,-4.4957,-3.7886,-4.568,-4.8194,-6.4868,-7.6225,-7.6279,-4.9352,-3.9279,-4.0436,-0.971,-13.8761,-2.2713
503,14.1,-4.7652,,,,,,,,,,,,,,
504,14.1,-4.8393,,,,,,,,,,,,,,
505,14.1,-4.8719,,,,,,,,,,,,,,
506,14.1,-4.0219,-4.512,-4.5373,-3.8193,-4.6151,-4.8447,-6.5827,-7.6424,-7.7093,-5.154,-4.2082,-4.3619,-4.2895,-18.1242,-5.805
507,14.1,-4.6693,-4.9098,-5.0618,-4.2425,-5.1739,-5.4506,-8.0403,-8.76,-10.9898,-3.2262,-4.0273,-2.8916,-4.3637,-27.8771,-3.2859
508,14.1,-4.3474,,,,,,,,,,,,,,
509,14.1,-4.5916,-5.0093,-5.0798,-4.2443,-5.0183,-5.3005,-7.3115,-8.543,-8.4544,-4.9912,,-4.0834,-3.6548,-15.8745,-4.6729
510,14.22,-4.7507,,,,,,,,,,,,,,
511,14.22,-4.7127,-5.1486,-5.1739,-4.3384,-5.2462,-5.5518,-7.7853,-9.0747,-8.8975,-5.1992,-4.3112,-4.436,-3.5897,-16.1349,-4.7019
512,14.22,-4.6422,,,,,,,,,,,,,,
513,14.22,-4.6313,-4.9207,-4.9442,-4.0834,-4.9768,-5.2408,-7.429,-8.4508,-8.2971,-5.3005,-4.1304,-4.0924,-3.7579,-6.2228,-4.9659
514,14.22,-4.6042,-5.1033,-5.1088,-4.2226,-5.1305,-5.4777,-7.9028,-8.8378,-10.5178,-3.7416,-4.0924,-3.0544,-4.1702,-19.4299,-3.2967
515,14.22,-4.6928,-5.1178,-5.2697,-4.4089,-5.2914,-5.3873,-8.0746,-8.6027,-10.2918,-3.5282,-4.1105,-3.3745,-6.1794,-16.332,-5.1305
516,14.22,-4.6784,,-5.1811,-4.3836,-5.2824,-5.6549,-7.7147,-9.147,-8.7112,-5.5464,-4.1539,-4.181,0.2261,30.6641,-1.6022
517,14.22,-4.7254,-5.1269,-5.2046,-4.3854,-5.2824,-5.5989,-7.6569,-9.0403,-8.675,-5.3656,-4.172,-4.1449,-1.6763,13.7406,-3.2877
518,14.14,-4.7254,,,,,,,,,,,,,,
519,14.14,-4.8447,-5.1088,-5.1775,-4.3727,-5.2625,-5.5808,-7.6912,-9.0024,-8.7817,-5.0491,-4.1847,-3.9333,-3.2207,-0.0017,-4.3619
520,14.14,-4.8447,-5.116,-5.1847,-4.3311,-5.2426,-5.5573,-7.6876,-8.9951,-8.7329,-5.4885,-4.2335,-4.2208,-3.5481,-3.8447,-4.852
521,14.14,-4.7615,-5.0473,-5.192,-4.4071,-5.3204,-5.6748,-8.3007,-9.1452,-11.3949,-3.0761,-4.0201,-2.7632,-5.8068,-1.0018,-4.483
522,14.14,-4.8212,,,,,,,,,,,,,,
523,14.14,-4.7362,,,,,,,,,,,,,,
524,14.14,-4.8086,-5.1431,-5.1449,-4.3185,-5.2064,-5.5356,-7.4833,-8.9463,-8.1235,-5.9624,-4.2733,-4.3583,-2.765,-2.1972,-4.7417
525,14.14,-4.8339,-5.0798,,-4.3691,-5.2733,-5.6007,-8.0439,-9.0241,-10.5902,-3.8302,-4.181,-3.313,-4.7959,2.1629,-4.4812
526,13.99,-4.7254,-5.1558,-5.2028,,-5.286,-5.6386,-8.0674,-9.0801,-10.8832,-3.8013,-4.0635,-3.1068,-5.0744,6.9191,-4.4252
527,13.99,-4.7127,-5.0961,-5.1721,-4.3565,-5.2589,-5.6043,,-9.006,-10.4274,-3.8103,-4.1286,-3.4432,-4.644,-3.5155,-4.5463
528,13.99,-4.7887,-5.1413,-5.1449,-4.3112,-5.2263,-5.5338,-7.5683,-8.9553,-8.0583,-5.9479,-4.3149,-4.4975,-3.0453,-4.0327,-5.2191
529,13.99,-4.8863,-5.0364,-5.3113,-4.4595,-5.3565,-5.7056,-8.3821,-9.1181,-11.498,-3.1122,-4.0418,-2.9513,-8.0746,24.8517,-6.57
530,13.99,-4.7778,-5.1269,-5.1522,-4.3908,-5.2932,-5.6151,-7.6026,-9.0819,-8.3929,-5.937,-4.2751,-4.427,-3.1177,8.0295,-5.1865
531,13.99,-4.6838,-5.0346,-5.1323,-4.3583,-5.2625,-5.5898,-7.5665,-9.0096,-8.4454,-5.8918,-4.2552,-4.4613,-2.6348,-1.434,-4.6295
532,13.99,-4.9243,,,,,,,,,,,,,,
533,13.99,-4.9225,,,,,,,,,,,,,,
534,13.93,-4.8556,-5.0057,-5.2571,-4.4541,-5.3945,-5.72,-8.3079,-9.1416,-11.1544,-3.483,-4.0436,-3.02,-6.4235,48.4013,-5.6441
535,13.93,-4.8013,,,,,,,,,,,,,,
536,13.93,-4.9044,,,,,,,,,,,,,,
537,13.93,-4.8592,,,,,,,,,,,,,,
538,13.93,-4.6494,-4.9786,-5.1269,-4.3601,-5.2878,-5.6007,-7.7744,-9.0005,-9.3695,-5.0744,-4.2009,-3.8899,-6.1559,50.0,-6.6441
539,13.93,-4.9026,-5.022,-5.3113,-4.4867,-5.4035,-5.7544,-8.3622,-9.2067,-11.4528,-3.0996,-4.1214,-2.9422,-5.2571,40.1349,-4.3528
540,13.93,-4.7887,-5.0979,-5.2914,-4.4849,-5.4054,-5.7417,-8.288,-9.1941,-10.9971,-3.7307,-4.0635,-3.0544,-5.9985,41.56,-5.1938
541,13.93,-4.7037,-5.0961,-5.286,-4.4523,-5.3366,-5.6314,-7.9028,-9.0241,-9.3351,-4.7778,-4.0599,-3.6258,-4.8502,38.5435,-5.2914
542,13.93,-4.7055,-5.0907,-5.1413,-4.3293,-5.2553,-5.626,-7.6605,-9.0801,-8.279,-5.7544,-4.125,-4.4722,-4.6114,40.6576,-6.315
543,13.93,-4.7398,,,,,,,,,,,,,,
544,13.93,-4.814,-5.0039,-5.2896,-4.4577,-5.38,-5.7273,-8.3441,-9.1669,-11.4962,-2.9658,-4.04,-2.7994,-6.0021,38.4766,-4.8122
545,13.93,-4.9171,-4.9731,-5.2824,-4.474,-5.4054,-5.7327,-8.2953,-9.1977,-11.4944,-3.1611,-4.0526,-2.709,-6.5917,42.504,-5.4307
546,13.93,-4.852,-4.9677,-5.2534,-4.4089,-5.3421,-5.6857,-8.2482,-9.1163,-11.4365,-3.0074,-4.0436,-2.8717,-6.825,44.864,-5.767
547,13.93,-4.8013,-5.1232,-5.1793,-4.3528,-5.239,-5.6097,-7.4923,-9.0982,-8.2627,-5.8141,-4.295,-4.4125,-2.5697,35.9086,-4.7127
548,13.93,-4.9135,,,,,,,,,,,,,,
549,14.0,-4.8393,-5.0075,-5.3113,-4.4812,-5.4216,-5.7381,-8.4363,-9.1633,-11.442,-2.9929,-3.9694,-2.7289,-5.4813,41.6323,-4.398
550,14.0,-4.861,,,,,,,,,,,,,,
551,14.0,-4.7941,,,,,,,,,,,,,,
552,14.0,-4.4993,-5.192,-5.2263,-4.4342,-5.3366,-5.6459,-7.7527,-8.9969,-8.6949,-5.4867,-4.172,-3.9242,-3.7253,41.5853,-5.0527
553,14.0,-4.8176,-5.0997,-5.21,-4.427,-5.3493,-5.7001,-7.9987,-9.232,-10.0079,-4.1991,-4.0635,-3.6584,-4.7398,40.9469,-4.8646
554,14.0,-4.7254,-5.1377,-5.0853,-4.2516,-5.0744,-5.1757,-7.2554,-8.6063,-7.646,-5.9678,-4.1593,-4.4686,-3.9713,32.0783,-6.4072
555,14.0,-4.6928,-5.1811,-5.2444,-4.4306,-5.3384,-5.7019,-7.9354,-9.147,-10.0259,-4.6151,-4.219,-3.8953,-4.5952,41.1657,-4.7453
556,14.0,-4.6277,,,,,,,,,,,,,,
557,13.96,-4.6892,,,,,,,,,,,,,,
558,13.96,-4.7109,-5.1576,-5.1902,-4.4161,-5.324,-5.6585,-7.7835,-9.1326,-9.1579,-4.9822,-4.2208,-3.7922,-4.172,44.3649,-5.5012
559,13.96,-4.8918,-5.1377,-5.2245,-4.4306,-5.3059,-5.6169,-7.8793,-9.0349,-8.7817,-5.3927,-4.2317,-4.0635,-1.9512,30.4163,-3.4305
560,13.96,-4.7127,,,,,,,,,,,,,,
561,13.96,-4.7724,,,,,,,,,,,,,,
562,13.96,-4.8429,-5.031,-5.125,-4.3347,-5.2553,-5.5934,-7.3965,-8.9861,-8.8233,-5.4162,-4.3094,-4.2226,-5.1033,49.8318,-7.0094
563,13.96,-4.7417,,,,,,,,,,,,,,
564,13.96,-4.6856,,,,,,,,,,,,,,
565,14.14,-4.8212,-5.0672,-5.0925,-4.2262,-5.1775,-5.5663,-7.5574,-9.0096,-8.118,-5.9316,-4.1828,-4.3601,-4.8086,26.4486,-6.7309
566,14.14,-4.7941,,,,,,,,,,,,,,
567,14.14,-4.7652,-5.1178,-5.1178,-4.3293,-5.2408,-5.5645,-7.5104,-9.0259,-8.1126,-5.7978,-4.3221,-4.4758,-2.5896,1.6837,-4.7272
568,14.14,-4.8104,,,,,,,,,,,,,,
569,14.14,-4.7959,-5.0437,-5.1178,-4.3221,-5.2281,-5.5645,-7.8196,-8.9662,-9.2085,-4.937,-4.1485,-4.0653,-3.6078,-3.8338,-4.6928
570,14.14,-4.7561,-5.1341,-5.1956,-4.3908,-5.3258,-5.6567,-7.8269,-9.185,-8.9951,-5.1793,-4.257,-3.9315,-4.9406,21.1118,-6.3385
571,14.14,-4.8375,-5.1359,-5.1938,-4.3818,-5.2842,-5.6314,-7.6424,-9.1054,-8.1036,-5.9135,-4.2823,-4.5626,-5.2118,28.7543,-7.2807
572,14.14,-4.7398,-5.1214,-5.1341,-4.3402,-5.2317,-5.5826,-7.5104,-9.0584,-8.2302,-5.6911,-4.1774,-4.2244,-6.239,39.2868,-8.0186
573,14.12,-4.8538,-4.9876,-5.286,-4.4559,-5.3728,-5.7164,-8.2971,-9.1561,-11.3986,-3.0544,-3.964,-2.7741,-7.5068,34.4763,-6.0853
574,14.12,-4.7995,-5.1829,-5.21,-4.3818,-5.277,-5.5916,-7.5592,-9.0747,-8.0656,-5.9135,-4.1937,-4.3962,-2.8229,16.1585,-4.8682
575,14.12,-4.7995,,,,,,,,,,,,,,
576,14.12,-4.8248,-5.1142,-5.1558,-4.3347,-5.2137,-5.5518,-7.5863,-8.9879,-8.2121,-5.8032,-4.2064,-4.3438,-1.9548,0.5932,-4.2516
577,14.12,-4.776,-5.107,-5.1377,-4.3456,-5.2534,-5.5681,-7.6243,-8.9843,-8.1795,-5.7327,-4.3112,-4.2914,-2.199,5.6858,-4.0237
578,14.12,-4.7543,-5.0129,-5.2625,-4.4234,-5.3312,-5.6748,-8.1922,-9.044,-11.1092,-3.3383,-4.0165,-2.9205,-6.5881,29.5193,-5.5536
579,14.12,-4.8574,,,,,,,,,,,,,,
580,14.12,-4.8375,,,,,,,,,,,,,,
581,14.04,-4.7218,-5.1178,-5.2209,-4.4342,-5.3149,-5.6495,-7.9336,-9.0928,-10.1435,-4.1033,-4.0852,-3.5354,-6.0763,33.0132,-6.0564
582,14.04,-4.7995,-5.0943,-5.1522,-4.3257,-5.2263,-5.5518,-7.6026,-8.9644,-8.6877,-5.4759,-4.1521,-4.2588,-2.727,-1.9422,-4.3058
