,HMI_214_DL,振动风选_1#振动X,振动风选_1#振动Y,振动风选_1#振动Z,振动风选_2#振动X,振动风选_2#振动Y,振动风选_2#振动Z,振动风选_3#振动X,振动风选_3#振动Y,振动风选_3#振动Z,振动风选_4#振动X,振动风选_4#振动Y,振动风选_4#振动Z,振动风选_5#振动X,振动风选_5#振动Y,振动风选_5#振动Z
177,14.22,-4.7597,-4.9695,-5.1938,-4.3583,-5.2534,-5.5989,-8.0583,-8.9083,-11.0694,-3.1755,-3.9459,-2.8301,-6.2445,,-5.0997
178,14.22,-4.8484,-5.0165,-5.2064,-4.3944,-5.2715,-5.6242,-8.1614,,-11.3226,-3.0942,-3.9948,-2.7704,-5.4035,,-4.0834
179,14.22,-4.3999,,,,,,,,,,,,,,
180,14.22,-4.8158,,,,,,,,,,,,,,
181,14.22,-4.8158,,,,,,,,,,,,,,
182,14.13,-4.6838,,,,,,,,,,,,,,
183,14.13,-4.7995,-5.0708,-5.2354,-4.4107,-5.286,-5.6296,-7.9842,-9.0367,-10.4763,-3.955,-4.011,-3.2804,-4.2696,50.0,-4.1304
184,14.13,-4.5717,,,,,,,,,,,,,,
185,14.13,-4.7471,-4.946,-5.1576,-4.3601,-5.2372,-5.5862,-8.0945,-8.9029,-11.3371,-2.9115,-3.9134,-2.7108,-7.2048,50.0,-5.8593
186,14.13,-4.8248,-5.0401,-5.2082,-4.389,-5.2643,-5.6296,-8.1596,-9.0005,-11.2304,-3.1285,-4.0508,-2.8102,-5.0672,,-3.6928
187,14.13,-4.8068,-5.0581,-5.2317,-4.3944,-5.2733,-5.6368,-8.194,-9.0078,-11.4329,-2.973,-3.9676,-2.7451,-4.9569,,-3.6656
188,14.13,-4.7019,-5.1431,-5.1015,-4.3311,-5.2281,-5.5699,-7.5628,-8.9951,-8.1904,-5.8448,-4.219,-4.3908,-3.1611,42.1351,-4.8429
189,14.13,-4.7597,-5.1522,-5.1793,-4.3239,-5.2679,-5.6386,-7.5646,-9.0331,-8.2374,-5.6766,-4.257,-4.3782,-6.4561,,-8.0439
190,14.16,-4.8682,-5.1196,-5.2534,-4.3999,-5.295,-5.6332,-8.0674,-9.0602,-10.4202,-3.8917,-4.0563,-3.1484,-3.5029,37.037,-3.6258
191,14.16,-4.7887,-5.0473,-5.1612,-4.3727,-5.2697,-5.6043,-8.1235,-8.9644,-10.6499,-3.3835,-3.9134,-2.9694,-8.1849,50.0,-7.1378
192,14.16,-4.6928,-5.0274,-5.21,-4.3818,-5.2914,-5.5283,-7.7364,-8.8884,-8.874,-5.0401,-4.1792,-3.9062,-5.834,50.0,-6.8557
193,14.16,-4.7543,,,,,,,,,,,,,,
194,14.16,-4.7218,-5.0274,-5.2299,-4.4053,-5.2914,-5.6278,-7.9951,-9.0132,-10.6951,-3.5137,-4.0888,-3.0218,-6.2246,50.0,-5.5717
195,14.16,-4.7634,-5.1486,-5.1775,-4.4107,-5.3312,-5.6513,-7.7328,-9.0657,-8.5774,-5.4379,-4.2353,-4.3763,-5.8032,47.0016,-7.0239
196,14.16,-4.8538,-5.0491,-5.2299,-4.4107,-5.2824,-5.6423,-8.1054,-9.0096,-10.847,-3.6222,-4.0599,-3.1231,-4.2009,44.4191,-3.6041
197,14.16,-4.6892,,,,,,,,,,,,,,
198,14.18,-4.6187,-4.9315,-5.0798,-4.295,-5.1666,-5.4976,-7.5466,-8.8957,-8.3332,-5.5989,-4.0761,-4.4053,-3.3799,24.3508,-4.7055
199,14.18,-4.7001,-5.1883,-5.2263,-4.4451,-5.3439,-5.6549,-7.7853,-9.0476,-8.7998,-5.4054,-4.1467,-4.1431,-2.7867,46.157,-4.606
200,14.18,-4.7995,-5.1666,-5.2046,-4.3944,-5.2806,-5.5555,-7.7618,-8.921,-8.2971,-5.5518,-4.1141,-4.0617,-3.3636,47.7394,-4.7272
201,14.18,-4.6187,-5.031,-5.1486,,-5.2462,-5.579,-7.6424,-8.9499,-8.6533,-5.2118,-4.134,-4.2244,-4.2027,46.0793,-5.3764
202,14.18,-4.7489,-4.993,-5.192,-4.3908,-5.2987,-5.6368,-8.1343,-8.9716,-11.0622,-3.1773,-3.9658,-2.8645,-6.1993,,-5.0907
203,14.18,-4.6585,,,,,,,,,,,,,,
204,14.18,-4.5735,-4.9677,-5.0147,-4.2389,-5.163,-5.5283,-7.4941,-8.9517,-8.2066,-5.6423,-4.0888,-4.3926,-3.4034,31.0149,-5.4705
205,14.13,-4.7959,-4.9768,-5.1739,-4.3709,-5.2571,-5.6097,-8.1216,-8.9174,-11.3624,-2.9748,-3.9025,-2.7921,-6.778,,-5.277
206,14.13,-4.7941,,,,,,,,,,,,,,
207,14.13,-4.8176,-5.031,-5.2191,-4.389,-5.3059,-5.6386,-8.165,-9.0042,-10.8578,-3.5788,-3.9984,-3.1358,-3.6855,46.7249,-3.3944
208,14.13,-4.7453,-5.0039,-5.154,-4.3872,-5.2806,-5.6368,-8.0493,-8.9915,-10.6336,-4.011,-4.0165,-3.2768,-5.664,,-4.9822
209,14.13,-4.8068,-5.0762,-5.2173,-4.3962,-5.286,-5.6097,-8.0059,-8.9933,-10.0639,-4.1431,-4.078,-3.4884,-3.6964,49.604,-3.7904
210,14.13,-4.7742,,,,,,,,,,,,,,
211,14.13,-4.7995,,,,,,,,,,,,,,
212,14.13,-4.7561,,,,,,,,,,,,,,
213,14.11,-4.729,,,,,,,,,,,,,,
214,14.11,-4.8176,-5.1033,-5.1703,-4.3872,-5.3005,-5.6405,-7.9119,-9.0295,-9.5793,-4.7362,-4.134,-3.7778,-3.3654,45.4445,-4.1919
215,14.11,-4.7272,,,,,,,,,,,,,,
216,14.11,-4.823,,,,,,,,,,,,,,
217,14.11,-4.6422,-5.0961,-5.125,-4.2715,-5.2118,-5.5319,-7.4905,-8.9137,-8.0222,-5.8484,-4.1557,-4.2678,-2.9712,41.5328,-5.1666
218,14.11,-4.644,,,,,,,,,,,,,,
219,14.11,-4.7905,-4.9858,-5.1938,-4.3745,-5.2788,-5.6368,-8.1777,-9.0241,-11.2466,-3.1285,-3.9622,-2.8771,-5.9569,,-4.4632
220,14.11,-4.7254,,,,,,,,,,,,,,
221,14.24,-4.7254,,,,,,,,,,,,,,
222,14.24,-4.8321,,,,,,,,,,,,,,
223,14.24,-4.8628,-5.1648,-5.2245,-4.4179,-5.2173,-5.4922,-7.6967,-8.8523,-8.4273,-5.6386,-4.2299,-4.1069,-3.5499,45.4988,-5.4035
224,14.24,-4.8502,,,,,,,,,,,,,,
225,14.24,-4.8429,-5.1142,-5.1196,-4.3167,-5.2534,-5.6368,-7.6424,-9.0295,-8.7962,-5.4723,-4.1557,-4.163,-2.5968,32.4562,-4.2371
226,14.24,-4.6747,-5.1124,-5.21,-4.4252,-5.3439,-5.6839,-7.7057,-9.185,-8.0638,-5.9153,-4.2009,-4.55,-1.2007,31.4236,-3.5318
227,14.24,-4.8375,-5.2046,-5.2046,-4.3149,-5.2317,-5.6278,-7.4579,-9.1091,-8.0728,-5.9316,-4.2624,-4.512,-2.1194,45.2492,-4.4776
228,14.24,-4.7417,,,,,,,,,,,,,,
229,14.19,-4.8086,-5.022,-5.0509,-4.3257,-5.1522,-5.4976,-7.4543,-8.8794,-8.3803,-5.5826,-4.1033,-4.3474,-3.7832,30.5122,-5.38
230,14.19,-4.7959,-4.9966,-5.1992,-4.3926,-5.3023,-5.6513,-8.2048,-8.9825,-11.4727,-3.0218,-3.9586,-2.7433,-5.8448,49.5569,-4.2606
231,14.19,-4.691,,,,,,,,,,,,,,
232,14.19,-4.7489,,,,,,,,,,,,,,
233,14.19,-4.738,,,,,,,,,,,,,,
234,14.19,-4.7073,-5.069,-5.1956,-4.3908,,-5.6097,-7.7256,-9.0204,-8.8595,-5.0997,-4.163,-3.9676,-3.3238,45.1244,-4.4396
235,14.19,-4.7525,-5.1359,-5.1648,-4.3944,-5.277,-5.6061,-7.7328,-9.0584,-8.6081,-5.4741,-4.1847,-4.2552,-4.0454,43.7916,-5.5699
236,14.19,-4.861,-5.1829,-5.2299,-4.4107,-5.2968,-5.6368,-7.7853,-9.0512,-8.4906,-5.5229,-4.2371,-4.0689,-2.1339,39.0028,-4.04
237,14.09,-4.8465,,,,,,,,,,,,,,
238,14.09,-4.6856,,,,,,,,,,,,,,
239,14.09,-4.7561,,,,,,,,,,,,,,
240,14.09,-4.8158,,,,,,,,,,,,,,
241,14.09,-4.7181,,,,,,,,,,,,,,
242,14.09,-4.7941,,,,,,,,,,,,,,
243,14.09,-4.7145,-5.0545,-5.1467,-4.3167,-5.1865,-5.4885,-7.5411,-8.7655,-8.8595,-5.0021,-4.1467,-4.0997,-3.8284,39.2705,-5.1576
244,14.09,-4.7814,-5.1214,-5.2155,-4.4433,-5.3403,-5.6875,-8.1669,-9.0729,-10.6119,-3.6982,-4.0906,-3.1846,-5.6007,50.0,-5.0509
245,14.12,-4.861,-5.0491,-5.2679,-4.4252,-5.3439,-5.6857,-8.3296,-9.0711,-11.4709,-3.0905,-3.9749,-2.7885,-6.1269,49.8879,-4.5391
246,14.12,-4.7435,,,,,,,,,,,,,,
247,14.12,-4.7181,,,,,,,,,,,,,,
248,14.12,-4.8375,-5.1594,-5.2589,-4.4613,-5.3746,-5.7255,-8.2464,-9.1543,-10.8578,-3.4739,-4.078,-3.1358,-5.333,48.6328,-4.5283
249,14.12,-4.7652,-5.1449,-5.2679,-4.4632,-5.3728,-5.7218,-8.1976,-9.1778,-10.7728,-3.5029,-4.0888,-3.1104,-6.1215,49.1482,-5.4433
250,14.12,-4.8791,,,,,,,,,,,,,,
251,14.12,-4.9116,-5.1015,-5.2788,-4.4668,-5.3692,-5.7001,-8.279,-9.1127,-11.1038,-3.4341,-4.049,-3.0598,-4.9695,45.2203,-3.9586
252,14.12,-4.8086,,,,,,,,,,,,,,
253,14.1,-4.937,-5.1684,-5.3131,-4.4613,-5.371,-5.7038,-8.1849,-9.1326,-10.4618,-3.9839,,-3.1502,-5.201,46.4048,-4.6802
254,14.1,-4.7489,-5.0654,-5.1142,-4.3293,-5.239,-5.5898,-7.7708,-8.9897,-8.5159,-5.0491,-4.0924,-3.9785,-4.0327,37.4132,-5.1558
255,14.1,-4.7037,-5.1992,-5.2155,-4.398,-5.2697,-5.6061,-7.6171,-9.1,-8.2012,-5.9841,-4.2787,-4.4125,-3.3401,46.9039,-5.5898
256,14.1,-4.8682,-5.0672,-5.2336,-4.436,-5.3222,-5.6712,-8.1705,-9.0259,-11.0495,-3.4486,-3.9966,-3.0761,-5.3638,49.8354,-4.6277
257,14.1,-4.8863,,-5.2842,-4.4396,-5.3457,-5.6893,-8.0638,-9.1362,-10.5432,-3.7868,-4.0798,-3.3781,-5.2227,48.9475,-5.1486
258,14.1,-4.8863,-5.1305,-5.2372,-4.4306,-5.3204,-5.6658,-8.0746,-9.1091,-10.1851,-4.2443,-4.0924,-3.539,-5.5862,49.8933,-5.5772
259,14.1,-4.8556,-5.0238,-5.2354,-4.4216,-5.3294,-5.6784,-8.2519,-9.0458,-11.2177,-3.3202,-4.0418,-2.7885,-6.2173,,-5.1341
260,14.13,-4.7742,-5.0599,-5.2137,-4.4125,-5.2968,-5.6405,-7.816,-9.053,-9.8433,-4.342,-4.0725,-3.738,-4.7145,50.0,-5.3746
261,14.13,-4.6187,-4.9496,-4.899,-4.0128,-4.8411,-5.2571,-6.7599,-8.4472,-7.8395,-5.8321,-4.1955,-4.4415,-4.8285,28.8936,-6.8033
262,14.13,-4.7887,-5.1486,-5.2462,-4.4161,-5.3023,-5.6495,-8.0728,-9.0566,-10.1489,-4.002,-4.0852,-3.3347,-5.6386,50.0,-5.3601
263,14.13,-4.8592,-5.0997,-5.239,-4.4288,-5.3493,-5.6802,-8.1669,-9.1253,-10.5594,-3.8863,-4.1033,-3.322,-3.8899,44.1949,-3.9351
264,14.13,-4.8104,,,,,,,,,,,,,,
265,14.13,-4.8701,,,,,,,,,,,,,,
266,14.13,-4.9352,-5.1377,-5.2842,-4.4776,-5.3837,-5.7399,-8.3061,-9.2537,-10.4726,-4.0617,-4.1413,-3.1954,-4.2678,45.9852,-4.2823
267,14.13,-4.7398,-5.0997,-5.1377,-4.2751,-5.2046,-5.5808,-7.42,-8.9951,-8.1072,-5.7182,-4.2281,-4.3094,-4.8755,44.7501,-6.6586
268,14.08,-4.738,-5.0618,-5.2607,-4.4342,-5.3222,-5.6386,-8.194,-9.0042,-10.9627,-3.4106,-4.0074,-2.85,-5.295,50.0,-3.9731
269,14.08,-4.7561,-5.1775,-5.1721,-4.3637,-5.2372,-5.5265,-7.59,-8.9373,-8.5448,-5.3565,-4.1539,-4.0798,-4.6114,49.0234,-6.0094
270,14.08,-4.7561,,,,,,,,,,,,,,
271,14.08,-4.5825,-4.7959,-4.8086,-4.078,-4.9876,-5.3366,-7.2283,-8.5484,-7.8667,-5.4415,-4.0852,-4.0725,-3.4667,13.6068,-4.9659
272,14.08,-4.8538,-5.1196,-5.1956,-4.3944,-5.2824,-5.7074,-7.9987,-9.1886,-10.3677,-4.0472,-4.0906,-3.4305,-4.4234,40.4604,-4.4035
273,14.08,-4.8845,-5.154,-5.3095,-4.4758,-5.3891,-5.7236,-8.3585,-9.1579,-11.3353,-3.1611,-4.0183,-2.9368,-5.7797,,-4.5698
274,14.08,-4.6386,,,,,,,,,,,,,,
275,14.1,-4.8375,,,,,,,,,,,,,,
276,14.1,-4.7778,,,,,,,,,,,,,,
277,14.1,-4.8827,-5.1232,-5.3077,-4.483,-5.3945,-5.7218,-8.3459,-9.1145,-11.5649,-3.0616,-3.9984,-2.7777,-6.3566,48.9945,-4.7615
278,14.1,-4.7742,-5.0401,-5.0708,-4.3311,-5.2733,-5.6368,-7.6514,-9.091,-8.1614,-5.6766,-4.1394,-4.3999,-3.5264,29.7834,-5.4777
279,14.1,-4.8158,-5.1648,-5.2751,-4.4451,,-5.6983,-8.1054,-9.1724,-10.3732,-3.8772,-4.0906,-3.322,-6.7707,48.9963,-6.1631
280,14.1,-4.8321,,,,,,,,,,,,,,
281,14.1,-4.8158,,,,,,,,,,,,,,
282,14.1,-4.7489,,,,,,,,,,,,,,
283,14.08,-4.7435,-5.0419,-5.2064,,-5.277,-5.6296,-8.024,-8.9861,-10.7945,-3.454,-4.0092,-3.2515,-5.4542,,-4.729
284,14.08,-4.6006,,,,,,,,,,,,,,
285,14.08,-4.8194,,,,,,,,,,,,,,
286,14.08,-4.3908,-4.8068,-4.7905,-4.0707,-4.9876,-5.3222,-7.1035,-8.5249,-7.4561,-5.937,-4.0671,-4.4776,-2.4395,13.2776,-5.022
287,14.08,-4.908,-5.125,-5.1359,-4.3058,-5.1703,-5.4542,-7.3024,-8.7401,-8.1669,-5.4198,-4.2317,-4.2588,-3.7253,41.5166,-5.1341
288,14.08,-4.6223,-4.9858,-4.8972,-4.0309,-4.8899,-5.201,-7.0456,-8.317,-7.3476,-6.0546,-4.2118,-4.3546,-4.3528,23.1283,-5.9624
289,14.08,-4.8863,,,,,,,,,,,,,,
290,14.08,-4.9026,-5.1377,-5.2788,-4.4668,-5.3764,-5.7345,-8.2663,-9.176,-10.9573,-3.492,-4.1955,-3.1014,-4.8013,50.0,-4.3438
291,14.03,-4.8285,-5.1739,-5.2498,-4.3962,-5.2444,-5.6079,-7.7798,-8.9264,-8.8703,-5.2806,-4.1828,-3.8754,-4.181,50.0,-5.6423
292,14.03,-4.7109,,,,,,,,,,,,,,
293,14.03,-4.8719,-5.248,-5.248,-4.3112,-5.1413,-5.5229,-7.3277,-8.9752,-7.8703,-5.8358,-4.2244,-4.4017,-4.0743,,-6.2372
294,14.03,-4.7453,-5.1612,-5.2209,-4.3673,-5.2968,-5.6495,-7.76,-9.0819,-8.147,-5.8104,-4.2335,-4.3384,-2.8211,44.6832,-5.0672
295,14.03,-4.8936,-5.1196,-5.3005,-4.4632,-5.3873,-5.7381,-8.2971,-9.1362,-11.2738,-3.1701,-4.0128,-2.9893,-5.9768,50.0,-5.2118
296,14.03,-4.8592,-5.1486,-5.3185,-4.5011,-5.4198,-5.7453,-8.241,-9.2031,-10.9501,-3.5209,-4.0906,-3.1122,-4.8104,43.0248,-4.0563
297,14.03,-4.8845,,,,,,,,,,,,,,
298,14.0,-4.7652,,,,,,,,,,,,,,
299,14.0,-4.6476,-4.9388,-4.937,-4.1593,-5.0183,-5.2715,-7.1903,-8.4363,-7.4507,-5.9388,-4.2335,-4.5391,-4.5029,25.8807,-6.5121
300,14.0,-4.9116,,,,,,,,,,,,,,
301,14.0,-4.474,-4.7597,-4.8845,-4.1973,-5.0798,-5.3439,-7.165,-8.4924,-7.4308,-5.758,-4.0906,-4.219,-4.0056,21.2276,-5.55
302,14.0,-4.6042,-4.9876,-5.0382,-4.2425,-5.1052,-5.362,-7.335,-8.5774,-7.9535,-5.6784,-4.1521,-4.3583,-2.7976,34.4365,-4.7579
303,14.0,-4.6585,,,,,,,,,,,,,,
304,14.0,-4.7489,,,,,,,,,,,,,,
305,14.0,-4.6404,,,,,,,,,,,,,,
306,14.09,-4.8592,,,,,,,,,,,,,,
307,14.09,-4.8755,-5.0943,-5.2842,-4.4487,-5.3656,-5.7001,-8.2627,-9.1271,-10.8795,-3.7054,-4.0563,-2.973,-5.0111,50.0,-4.0816
308,14.09,-4.6368,,,,,,,,,,,,,,
309,14.09,-4.6133,-4.9894,-5.0853,-4.3637,-5.2661,-5.5772,-7.7057,-8.9861,-8.7293,-5.116,-4.1394,-3.9459,-4.8013,45.8333,-5.8068
310,14.09,-4.8375,,-5.0853,-4.2877,-5.1504,-5.3963,-7.5737,-8.6515,-8.7691,-5.239,-4.1449,-4.0707,-3.1629,38.5055,-4.8212
311,14.09,-4.7597,-5.0961,-5.277,-4.4415,-5.3475,-5.7001,-8.0565,-9.1416,-10.6083,-3.747,-4.0581,-3.0905,-5.3077,50.0,-4.5283
312,14.09,-4.6458,,,,,,,,,,,,,,
313,14.09,-4.9279,-5.1106,-5.2968,-4.4776,-5.3891,-5.7309,-8.3965,-9.1687,-11.328,-3.2207,-4.0273,-2.8735,-4.2841,50.0,-3.483
314,13.95,-4.4523,-4.9044,-5.0021,-4.2317,-5.0618,-5.3475,-7.2681,-8.5466,-8.2247,-5.2932,-4.1268,-4.3528,-4.7543,36.9123,-6.6586
315,13.95,-4.8628,-5.0437,-5.248,-4.4306,-5.3475,-5.6947,-8.2066,-9.0855,-11.4619,-3.0598,,-2.8826,-5.5446,,-4.351
316,13.95,-4.8212,,,,,,,,,,,,,,
317,13.95,-4.9044,-5.116,-5.2317,-4.4396,-5.3583,-5.6893,-8.0312,-9.1832,-9.8903,-4.5698,-4.1033,-3.709,-3.7958,41.654,-4.3926
318,13.95,-4.8303,-5.1594,-5.1196,-4.2968,-5.2082,-5.5862,-7.4055,-8.9879,-8.1361,-5.89,-4.2624,-4.4396,-2.8374,31.3712,-4.7507
319,13.95,-4.7796,,,,,,,,,,,,,,
320,13.95,-4.7887,,,,,,,,,,,,,,
321,13.95,-4.7001,-4.9786,-5.031,-4.1937,-5.069,-5.409,-7.2445,-8.7383,-7.9336,-5.9226,-4.1955,-4.4288,-4.4433,33.8777,-6.6441
322,14.0,-4.8538,-5.1811,-5.1648,-4.4179,-5.362,-5.7038,-7.6514,-9.2628,-8.2464,-5.9533,-4.3257,-4.4433,-2.3527,33.695,-4.4017
323,14.0,-4.7254,-5.1486,-5.1775,-4.2914,-5.1124,-5.4397,-7.42,-8.6895,-7.9119,-5.7761,-4.2534,-4.4469,-3.8664,38.992,-6.1866
324,14.0,-4.8194,,,,,,,,,,,,,,
325,14.0,-4.8068,-5.1431,-5.2751,-4.4758,-5.3945,-5.7453,-8.2446,-9.2266,-10.9103,-3.4649,-4.0653,-3.0923,-5.758,47.1517,-5.1178
326,14.0,-4.9388,-5.2028,-5.3167,-4.474,-5.3837,-5.7182,-8.1506,-9.2302,-9.393,-4.9641,-4.1774,-3.6982,-3.3708,36.31,-4.0345
327,14.0,-4.8013,-5.2336,-5.2209,-4.4396,-5.3439,-5.6748,-7.8504,-9.0964,-8.9716,-5.1287,-4.21,-3.964,-7.3856,50.0,-8.2048
328,14.0,-4.9116,,,,,,,,,,,,,,
329,14.0,-4.852,-5.1088,-5.2643,-4.4632,-5.3638,-5.6983,-8.3079,-9.0494,-11.4781,-2.9766,-3.9749,-2.8392,-5.3674,44.8495,-3.8808
330,14.01,-4.7778,-5.0907,-5.2788,-4.4686,-5.3638,-5.7128,-8.1687,-9.2031,-10.5576,-3.8483,-4.0526,-3.1972,-3.1846,28.0436,-2.9459
331,14.01,-4.7742,,,,,,,,,,,,,,
332,14.01,-4.8538,,,,,,,,,,,,,,
333,14.01,-4.7579,,,,,,,,,,,,,,
334,14.01,-4.6639,-5.1847,-5.1847,-4.3999,-5.2896,-5.6224,-7.6605,-9.1308,-8.2916,-5.9461,-4.2498,-4.3673,-4.7254,45.8134,-6.8232
335,14.01,-4.7778,-5.1178,-5.2408,-4.4125,-5.3113,-5.6622,-7.9281,,-10.0024,-4.1847,-4.1611,-3.5137,-6.0419,48.3073,-6.0871
336,14.01,-4.7362,,,,,,,,,,,,,,
337,14.01,-4.8755,,,,,,,,,,,,,,
338,13.97,-4.946,-5.2263,-5.2806,-4.474,-5.3547,-5.7291,-8.1488,-9.2465,-9.9916,-4.4975,-4.1684,-3.7018,-3.8881,44.6126,-4.2877
339,13.97,-4.8827,-5.0545,-5.2896,-4.4776,-5.3963,-5.7399,-8.279,-9.2013,-11.4329,-3.0309,-4.0563,-2.9097,-5.6513,47.4664,-4.398
340,13.97,-4.8447,-5.0473,-5.2408,-4.4342,-5.3294,-5.6893,-8.2193,-9.1018,-11.3606,-3.0526,-3.9821,-2.8627,-6.7816,49.8318,-5.5446
341,13.97,-4.6386,-5.0853,-5.0654,-4.3004,-5.2336,-5.5573,-7.5538,-8.9354,-8.5195,-5.456,-4.1557,-4.0617,-4.0617,44.902,-5.5356
342,13.97,-4.6603,,,,,,,,,,,,,,
343,13.97,-4.767,-5.0419,-5.1992,-4.4017,-5.2932,-5.6386,-8.0837,-9.0241,-11.1815,-3.3329,-3.9803,-2.9187,-6.1106,49.0216,-5.0256
344,13.97,-4.6639,,,,,,,,,,,,,,
345,13.99,-4.8429,-5.0346,-5.2191,-4.4017,-5.3131,-5.6441,-8.0927,-9.0711,-10.5884,-3.7814,-3.955,-3.0743,,,
346,13.99,-4.8194,-5.0256,-5.2317,-4.3926,-5.2878,-5.6567,-8.1669,-8.9969,-11.4383,-2.9621,-3.9514,-2.8102,-6.1034,47.8226,-4.9261
347,13.99,-4.6205,,,,,,,,,,,,,,
348,13.99,-4.7127,-5.0834,-5.1703,-4.3347,-5.2028,-5.5139,-7.6044,-8.8703,-9.4599,-4.5174,-4.0816,-3.6114,-7.0764,50.0,-7.4941
349,13.99,-4.6169,-4.8212,-4.9026,-4.1738,-5.1522,-5.5157,-7.2644,-8.7944,-8.1433,-5.6368,-4.0743,-4.2534,-2.9639,24.7179,-4.9297
350,13.99,-4.6313,,,,,,,,,,,,,,
351,13.99,-4.8321,,,,,,,,,,,,,,
352,13.99,-4.738,-5.0419,-5.0401,-4.2751,-5.1287,-5.4108,-7.2608,-8.666,-7.7527,-5.8719,-4.1792,-4.5246,-3.6855,40.0861,-5.758
353,13.91,-4.7037,,,,,,,,,,,,,,
354,13.91,-4.7977,-5.0021,-5.2209,-4.4161,-5.3059,-5.6296,-8.2265,-8.9861,-11.3045,-3.1321,-3.9477,-2.8157,-5.2354,46.3668,-4.2642
355,13.91,-4.691,-5.116,-5.2245,-4.3058,-5.1377,-5.456,-7.599,-8.751,-8.1994,-5.5482,-4.1539,-4.0978,-2.4883,37.1727,-4.0671
356,13.91,-4.8411,-5.0545,-5.1865,-4.3709,-5.3023,-5.6405,-8.0113,-9.0638,-9.8361,-4.5228,-4.1738,-3.7343,-4.9985,45.2691,-5.5808
357,13.91,-4.7742,-5.1214,-5.154,,-5.3113,-5.6477,-7.9046,-9.0331,-10.4292,-4.1503,-4.0581,-3.4378,-5.5536,,-5.4054
358,13.91,-4.823,-4.9641,-5.1938,-4.3926,-5.2806,-5.6097,-8.1397,-8.9228,-11.3027,-3.1466,-3.9658,-2.7433,-6.7906,50.0,-5.2607
359,13.91,-4.6765,-5.0057,-5.1214,-4.3601,-5.1811,-5.4705,-7.5918,-8.7528,-8.8794,-5.107,-4.134,-3.9568,-2.5281,39.4875,-3.9713
360,13.91,-4.7959,-5.0437,-5.2299,-4.3944,-5.2987,-5.6423,-8.1235,-9.0078,-11.055,-3.2804,-3.9496,-2.9422,-5.1449,49.1247,-4.0599
361,13.95,-4.7362,-4.9858,,-4.4017,-5.3095,,-8.109,-9.006,-11.2231,-3.1448,-3.9966,-3.0037,-5.6567,48.7196,-4.8773
362,13.95,-4.6946,,,,,,,,,,,,,,
363,13.95,-4.653,,,,,,,,,,,,,,
364,13.95,-4.7127,-5.0274,-5.1974,-4.398,-5.2824,-5.6151,-8.0855,-8.9879,-11.026,-3.2135,-3.9857,-2.9621,-5.4506,50.0,-4.6368
365,13.95,-4.6729,-5.116,-5.0997,-4.351,-5.2227,-5.5717,-7.684,-8.9662,-9.3351,-4.6169,-4.0689,-3.5662,-5.1486,47.0197,-5.4723
366,13.95,-4.8013,,,,,,,,,,,,,,
367,13.95,-4.7724,,,,,,,,,,,,,,
368,13.95,-4.6856,,,,,,,,,,,,,,
369,13.89,-4.7634,,,,,,,,,,,,,,
370,13.89,-4.729,-5.0455,-5.2191,-4.3944,-5.295,-5.6314,-7.9951,-9.0132,-10.9085,-3.4269,-3.9604,-2.9314,-5.9985,,-5.1775
371,13.89,-4.6169,,,,,,,,,,,,,,
372,13.89,-4.8212,-5.0798,-5.2046,-4.3149,-5.1594,-5.4922,-7.561,-8.8125,-8.8812,-5.0834,-4.1087,-3.7705,-2.2767,37.3933,-3.3618
373,13.89,-4.6313,-4.9207,-5.1323,-4.3311,-5.2155,-5.5591,-7.8142,-8.8595,-10.0675,-3.9966,-4.0599,-3.5571,-6.0166,,-6.1504
374,13.89,-4.6747,-4.8845,-4.8592,-4.1413,-4.9768,-5.2643,-7.2771,-8.4164,-8.6479,-4.9985,-4.1051,-3.9731,-2.3256,13.1076,-3.2461
375,13.89,-4.5771,-4.8194,-4.7706,-4.0725,-4.9243,-5.2987,-7.0673,-8.4707,-7.6514,-5.8864,-4.1593,-4.4722,-3.3473,15.0553,-5.749
376,13.89,-4.6295,-5.0129,-5.1522,-4.3637,-5.2354,-5.5663,-7.693,-8.9192,-9.1886,-4.7181,-4.0834,-3.7126,-5.1992,50.0,-5.6748
377,13.86,-4.559,,,,,,,,,,,,,,
378,13.86,-4.7851,-4.9912,-5.1359,-4.3745,-5.2932,-5.6658,-8.0131,-9.0837,-9.9156,-4.3366,-4.0852,-3.5951,-3.5372,46.0793,-4.2751
379,13.86,-4.7417,-4.9858,-5.1865,-4.3908,-5.2788,-5.635,-8.2265,-9.0349,-11.2919,-3.2642,-4.0074,-2.8988,-4.899,,-3.5589
380,13.86,-4.7362,,,,,,,,,,,,,,
381,13.86,-4.7796,-5.0853,-5.2553,-4.4071,-5.3041,-5.6495,-8.2844,-9.0349,-11.4383,-3.0327,-3.9658,-2.8175,-3.9966,26.7976,-2.7433
382,13.86,-4.8827,,,,,,,,,,,,,,
383,13.86,-4.8574,,,,,,,,,,,,,,
384,13.86,-4.6983,,-5.2336,-4.4216,-5.2987,-5.6567,-7.9227,-9.0946,-9.3894,-4.7073,-4.1503,-3.823,-7.2337,49.4936,-7.6677
385,13.92,-4.8899,-5.1413,-5.2534,-4.4433,-5.3276,-5.6477,-8.109,-9.091,-9.9753,-4.4107,-4.1557,-3.6837,-3.615,34.7638,-4.0707
386,13.92,-4.6512,,,,,,,,,,,,,,
